text,true_label,predicted_label
"A banner reading “Build bridges not walls” was draped across London’s Tower Bridge as part of several protests in Europe and Asia on Friday against the inauguration of Donald Trump as U.S. president.  Soon after sunrise, activists on the bridge, with its two Gothic-style towers, held up pink letters reading “Act now!” while others beside parliament unfurled banners saying “Migrants welcome here”. There were also demonstrations in Japan, the Philippines and Belgium, where hundreds of people held a minute’s silence, lighting candles in Friday evening’s bitter cold and holding signs defending women’s rights. In the Scottish capital, banners on Edinburgh’s North Bridge read “Women rise up” and “There is no Planet B” - a reference to Trump’s perceived lack of interest in combating climate change. Later, after the inauguration ceremony, several hundred people gathered outside the U.S. embassy in London, chanting and singing protest songs. “I’m deeply, deeply saddened and embarrassed,” said one of them, Kim Grey, 40, from Texas. “I’m here because I think the majority of Americans who didn’t vote for him need to see the solidarity around the world ... that he’s unfit, he’s unacceptable.” Trump opponents were angered by his comments during last year’s election campaign about women, illegal immigrants and Muslims, and his pledges to build a wall on the Mexican border. In Tokyo, several hundred people, most of them expatriate Americans, marched along a downtown street holding electric candles or placards reading “Love Trumps Hate” and “Women’s Rights Are Human Rights”. In the Philippines, about 200 demonstrators from a Philippine nationalist group rallied for about an hour outside the U.S. embassy in Manila. Some held up signs demanding U.S. troops leave the Philippines while others set fire to a paper U.S. flag bearing a picture of Trump’s face. At the rally in Brussels, people held up signs saying “Proud to be a Pussy” and “We will fight Like a Girl”. “I have a wife and three daughters; I have a vested interest in the equality of women,” said Protestant pastor Murray Frick, 62. “I am afraid of a big step backwards in terms of dehumanizing groups of people ... about my home country losing its moral compass.” Julie Chasin, a 42-year-old teacher originally from New York who has lived in London for a decade, joined the Tower Bridge protest. “Yes Donald Trump is President, but he still needs to protect everybody’s rights,” said Chasin, a Democrat. “It’s scary. I hope he’s kept in check. I hope everyone who is telling me not to worry, and saying that we have a strong system of checks and balances, I hope that it’s true”. Trump’s supporters, who admire his experience in business and see him as an outsider who will take a fresh approach to politics, were also marking his inauguration in London. Some 200 of them gathered under the gaze of a life-sized cardboard figure of Trump to celebrate at an exclusive club near the Ritz hotel. As he completed the oath, the room broke into a standing ovation complete with high-five celebrations. “I was expecting him to win,” said businessman David Pattinson. “It was the same with Brexit in how the polls got it wrong.” In Moscow, Russians hoping Trump will usher in a new era of detente welcomed his inauguration. Russian nationalists held an all-night party at what used to be the main Soviet-era post office in Moscow. Sellers of traditional matryoshka nesting dolls have added Trump dolls to their popular line-up of items carved in the likeness of President Vladimir Putin, Bolshevik revolutionary Vladimir Lenin, ex-President Mikhail Gorbachev and Josef Stalin. And craftsmen in the city of Zlatoust, east of Moscow, have released a limited series of silver and gold commemorative coins, engraved with “In Trump We Trust” - an allusion to the phrase on U.S. banknotes “In God We Trust”. In Nigeria, more than a thousand supporters of a southern secessionist movement took to the streets to welcome Trump, hoping he will end what they see as the “Islamization” of the West African nation.",1,0
"The Trump administration on Friday announced the United States will deny Pakistan military aid amounting to $255 million as it expects Islamabad to take decisive action  against terrorists and militants on its soil . The United States does not plan to spend the $255 million in FY 2016 in Foreign Military Financing for Pakistan at this time,  said a spokesperson of the President s National Security Council in a statement to Hindustan Times. The President has made clear that the United States expects Pakistan to take decisive action against terrorists and militants on its soil, and that Pakistan s actions in support of the South Asia Strategy will ultimately determine the trajectory of our relationship, including future security assistance. The Administration continues to review Pakistan s level of cooperation. The statement reflected and sealed the administration s complete disillusionment with Pakistan, which had sought to brazenly disregard the explicit warnings issued by President Donald Trump personally and leading members of his cabinet, such as secretaries James Mattis and Rex Tillerson.Financial Times reported last week that  the Trump administration is considering dropping Pakistan as an ally as it examines tough measures to quell more than 20 terrorist groups it says are based in the country.  Here again, the President who is daily derided and ridiculed by foreign policy  experts  is right, and they are wrong: Pakistan is no ally, and has not been for years. This is a rupture that is much needed and long overdue.President Trump has accused the Pakistani government of  housing the very terrorists that we are fighting. And it s true, with the most notorious of these being Osama bin Laden himself. Journalist Carlotta Gall, who reported from Afghanistan for the New York Times for twelve years, reported in March 2014 that:Soon after the Navy SEAL raid on Bin Laden s house, a Pakistani official told me that the United States had direct evidence that the ISI chief, Lt. Gen. Ahmed Shuja Pasha, knew of Bin Laden s presence in Abbottabad. The information came from a senior United States official, and I guessed that the Americans had intercepted a phone call of Pasha s or one about him in the days after the raid.  He knew of Osama s whereabouts, yes,  the Pakistani official told me. The official was surprised to learn this and said the Americans were even more so.He shouldn t have been. It had been obvious for years at that point, and remains obvious, that the Pakistanis had been aiding the same jihadists that the U.S. government has been giving them billions of dollars to fight. This could be the severest blow dealt to Islamabad by this administration if it indeed decided to withhold it,  said a leading US expert on Pakistan, who did not want to be identified.  There is more coming,  the expert added.  IOTWReportThe amount, $255 million, is left over from $1.1 billion aid earmarked for Pakistan in 2016, and which included non-military aid as well. It was cleared for handing over in August, just days before it would lapse as unspent money.First reported by The New York Times, the move to withhold the money, which may not be large but would have signaled US backing, is reported to have come shortly after Pakistan refused to hand over to the Americans an operative of the Haqqani Network apprehended during the rescue of an American-Canadian family in October.The Haqqani Network is an affiliate of Afghan Taliban and works out of Pakistan, inflicting massive casualties on the US-led international coalition in Afghanistan. Frustrated by Islamabad s reluctance to give them, the United States has tied large portions of military aid payments to Pakistan for its actions aimed at debilitating the network.Pakistan, however, has chosen to lose hundreds of millions of dollars in such payments over 2015 and 2016, instead of kicking out the terrorists. And it has lost equity.The Trump administration was clear from the start it wouldn t countenance continuity in ties and aid without real changes.  We have been paying Pakistan billions and billions of dollars at the same time they are housing the very terrorists that we are fighting,  President Donald Trump had said unveiling his new South Asia strategy in August.  But that will have to change, and that will change immediately.   Hindustan Times",0,1
"A plea deal for this punk will really make another terrorist think twice before attacking a major subway system or harming innocent Americans in the name of Allah The federal government s case against suspected Islamic State adherent Nicholas Teausant may have moved one step closer Tuesday to resolution without a trial, as a prosecutor said she will seek permission from Washington, D.C., to offer a deal to the defendant.In a brief hearing Tuesday morning in Sacramento s downtown federal courthouse, Assistant U.S. Attorney Jean Hobler said prosecutors must seek approval from the Justice Department s national security division before making an offer to Teausant and his lawyers.That offer is expected to be made to Teausant s defense team within a week, Hobler told U.S. District Judge John A. Mendez, who agreed to push the case back until Nov. 17, with the possibility of a guilty plea to an as-yet-undefined charge.Assistant Federal Defender Matthew Scoble told the judge lawyers are  cautiously optimistic  a resolution of the case can be reached.Documents filed in the case since Teausant s March 2014 arrest have teased out the notion that both sides were seeking a way to settle the matter without going to trial.Teausant, whose 22nd birthday is on Monday, is charged with one count of attempting to provide material support to a foreign terrorist organization, a charge that could net a 15-year prison sentence and $250,000 fine.He appeared in court Tuesday in an orange jail jumpsuit but did not speak during the hearing.Teausant said in a jailhouse interview with The Sacramento Bee in August 2014 that he hoped for a plea bargain that would incorporate some leniency. He denied wanting to stage any attacks against Americans.A former community college student and National Guard washout who lived in Acampo, near Lodi, Teausant was arrested as he tried to cross the border into Canada near Blaine, Wash.The FBI and prosecutors say his trip was part of a plan to travel to Syria to join the Islamic State, which has become the Obama administration s primary focus in its efforts against worldwide terror attacks.Court documents say he was tripped up by an informant and undercover FBI agent.Teausant s case has been delayed in part by questions about his mental state. In December 2014, the court found he was not competent, but after subsequent evaluations, he was found competent in August and the case proceeded.Another reason for some delay is that the prosecution includes evidence classified as secret by the government.Teausant, who is being held without bail at the Sacramento County jail, has been described in court papers as boasting of wanting to bomb the Los Angeles subway system and blow up his infant daughter s day care center because it was a  Zionist reform church. He allegedly boasted of wanting to train Islamic State fighters.  I m going to be a commander and I m going to be on the front of every single newspaper in the country,  he allegedly told the informant. Via: Creeping Sharia",0,1
"Wait we thought Obama and the Democrats were supposed to be standing up to the  evil corporations  and standing up for the every day American?When it comes to official and media opinion on Obama s crowning trade  achievements , the Trans-Pacific Partnership (TPP) and the Transatlantic Trade And Investment Partnership (TTIP), the party line is united. As previously noted, Barack Obama has assured the population that this treaty is going to be wonderful for everyone:In hailing the agreement, Obama said,  Congress and the American people will have months to read every word  before he signs the deal that he described as a win for all sides. If we can get this agreement to my desk, then we can help our businesses sell more Made in America goods and services around the world, and we can help more American workers compete and win,  Obama said.The mainstream media s chorus of support for these trade deal is likewise deafening: here are some indicative headlines from this past Monday:Time Magazine: Pacific Trade Deal Is Good for the U.S. and Obama s Legacy  The Washington Post: The Trans-Pacific Partnership is a trade deal worth celebrating The far less popular opposing view, one repeatedly presented here, is that like with every other  free trade  agreement that the U.S. has entered into since World War II, the exact opposite is what will actually happen: the outcome will be that the US trade deficit (which excluding petroleum is already back to record levels) will get even larger, and we will see even more jobs and even more businesses go overseas, thus explaining the secrecy and the fast-track nature of the TPP and TTIP s passage through Congress.And while the US population, which is far more perturbed by what Caitlyn Jenner will wear tomorrow than D.C. s plans on the future of world trade, has been mute in its response to the passage of the first part of the trade treaty, the TPP   after all the MSM isn t there to tell it how to feel about it, aside to assure it that everything will be great even as millions of highly-paid jobs mysteriously become line cooks   other countries are standing up against globalist trade interests meant to serve a handful of corporations.Case in point Germany, where today hundreds of thousands of people marched in Berlin in protest against the planned  free trade  deal between Europe and the United States which they say is anti-democratic and will lower food safety, labor and environmental standards.TTIP critics fear that it would lead to worse safeguards in Europe, bringing down standards for consumer safety, food and health or labor rights down to those in America. European nations have stricter regulations for things like genetically modified foods or workers benefits than the US does. There is also discontent with the secretive nature of the negotiations, which prompts skeptics to assume the worst about the document they would eventually produce.The organizers   an alliance of environmental groups, charities and opposition parties   claimed that 250,000 people were taking part in the rally against free trade deals with both the United States and Canada, far more than they had anticipated. This is the biggest protest that this country has seen for many, many years,  Christoph Bautz, director of citizens  movement Campact told protesters in a speech.According to Reuters,  opposition to the so-called Transatlantic Trade and Investment Partnership (TTIP) has risen over the past year in Germany, with critics fearing the pact will hand too much power to big multinationals at the expense of consumers and workers. Popular anger appears to be focused on the encroachment by corporations into every corner around the globe: What bothers me the most is that I don t want all our consumer laws to be softened,  Oliver Zloty told Reuters TV.  And I don t want to have a dictatorship by any companies.  Via: Zero Hedge",0,1
"On Friday a federal appeals court overturned a 2012 ruling which allowed the U.S. Navy to use sonar for training, testing and routine operations. The low-frequency sonar employed by the Navy has been shown to harm dolphins, whales and other marine mammals.Friday s decision came in response to a lawsuit filed by the Natural Resources Defense Council, which was later joined by environmental groups. The suit alleged that the lower court s decision to allow the use of sonar was a direct violation of the Marine Mammal Protection Act.The court agreed that the Navy s use of sonar in the Atlantic, Pacific, Indian Oceans and the Mediterranean Sea violates a section of the Act which requires all peacetime Oceanic operations to have the least practicable adverse impact on marine mammals. The court also found that guidelines set forth by the U.S. Fisheries Service did not give adequate protection to areas of the world s oceans flagged by its own experts as biologically important.  The court found the result to be that  a meaningful proportion of the world s marine mammal habitat is under-protected. As Scientific American reports here:Unfortunately for many whales, dolphins and other marine life, the use of underwater sonar (short for sound navigation and ranging) can lead to injury and even death. Sonar systems first developed by the U.S. Navy to detect enemy submarines generate slow-rolling sound waves topping out at around 235 decibels; the world s loudest rock bands top out at only 130. These sound waves can travel for hundreds of miles under water, and can retain an intensity of 140 decibels as far as 300 miles from their source.Studies show that the use of sonar can cause whales to swim hundreds of miles and even beach themselves in an attempt to get away from the sound. The use of sonar can also cause marine mammals to bleed from their eyes and ears. It can also cause temporary deafness, a condition which leaves animals vulnerable to predators and other threats. According to the Navy s own estimates, the use of low frequency sonar is expected to kill 170,000 marine mammals and cause permanent injury to more than 500 whales. An additional 8,000 would experience temporary deafness.The latest ruling, which bans the use of sonar entirely, is a huge victory for environmental and animal rights activists.Image credit: Whit Welles via Wikipedia cc 3.0",0,1
"The Chicago City Council’s Finance Committee on Monday approved payments totaling $6.45 million to settle cases involving two  black men who died while in police custody. The settlements come as the third-biggest U.S. city’s police department faces a federal investigation and racism accusations over the death of black teenager Laquan McDonald. Chicago Mayor Rahm Emanuel fired his police commissioner in 2015 after protests following the release of a video showing a Chicago police officer shooting 17-year-old McDonald 16 times. Under the settlements, the family of Philip Coleman, who was tasered by police officers while handcuffed in a jail cell in 2012 and later died after being taken to a hospital, will receive $4.95 million. Coleman was dragged motionless out of his cell by the handcuffs. The tasering and dragging were caught on video cameras. The committee also approved $1.5 million for the family of Justin Cook, who died of an asthma attack after being arrested in 2014. The suit claimed that police did not provide appropriate medical attention. The full city council will vote on the settlements on Wednesday. High-profile killings of black men by mainly white police officers in U.S. cities have prompted a national debate and protests about the use of excessive force by police.",1,0
"Couples lining up to face each other are given 30 seconds to chat before moving on - in a version of speed dating that, rather than sparking romance, aims to promote understanding and integration for new immigrants. At a social center in the Bulgarian capital Sofia, the locals stand on one side, the immigrants - many refugees from Syria, Afghanistan and other war-torn countries - face them.  The quick-fire conversations - in which participants have just seconds to share their dreams and stories of love, pain and family - are aimed at starting a dialogue between two communities that in normal daily life rarely speak to each other on an equal footing.  It s so good to have an event like this, especially for refugees,  said Rodi Naamo, a 26-year-old Syrian Kurd who arrived in Bulgaria in 2015, when hundreds of thousands of migrants passed through the Balkans en route to Germany and northern Europe.  Bulgarians also appreciated the speedy encounters, as well as the Middle Eastern food and traditional Afghan dances afterwards.  I really enjoyed it, it helped me overcome prejudices,  said Milka Bocheva, a Bulgarian who runs an online business.  They (the refugees) are just people like us, we gave such similar answers.  Bulgaria stands out in the region for its significant Muslim minority, some 12 percent among 7.1 million mainly Orthodox Christians - a legacy of its history as part of the Ottoman Empire.  Despite that, large parts of the population are concerned about the influx of asylum-seekers and migrants.  Naamo, who returned to Bulgaria after a short spell in Germany, to work in a call center, believes opinions are starting to change.  I decided to stay here, this is my country. I ll bring my family here,  he said.",1,0
"While all eyes are on North Korea and Melania s stilettos RT  Competition for superiority in Artificial Intelligence at national level will  most likely  cause World War Three, billionaire entrepreneur Elon Musk has said, warning that an AI may deem first use its best chance of winning. China, Russia, soon all countries with strong computer science. Competition for AI superiority at national level most likely cause of WW3,  Musk tweeted.China, Russia, soon all countries w strong computer science. Competition for AI superiority at national level most likely cause of WW3 imo.  Elon Musk (@elonmusk) September 4, 2017It will likely not even be the countries  leaders that start the war, Musk elaborated, but  one of the AI s, if it [AI] decides that a pre-emptive strike is most probable path to victory. May be initiated not by the country leaders, but one of the AI's, if it decides that a prepemptive strike is most probable path to victory  Elon Musk (@elonmusk) September 4, 2017The SpaceX founder says he doubts that North Korea can launch its own nuclear strike. He believes that Pyongyang  launching a nuclear missile would be suicide for their leadership, as South Korea, [the U.S.] and China would invade and end the regime immediately. NK launching a nuclear missile would be suicide for their leadership, as SK, US and China wd invade and end the regime immediately  Elon Musk (@elonmusk) September 4, 2017",0,1
"It was not hard to tell how the Donald Trump fans who jammed the back room at Jethro’s BBQ restaurant in Waukee, Iowa, felt about their candidate’s debate performance on Thursday night. The cheering and clapping as the real estate mogul skewered his rivals, President Barack Obama and Democratic presidential candidate Hillary Clinton gave it away. With only a few weeks before Iowa’s first-in-the-nation nominating contest on Feb. 1, more than 75 supporters showed up for a Trump debate watch party at the barbecue spot. They listened intently as the front-runner squared off against six Republican challengers, verbally urging him on at times. Shouts of “You tell ‘em, Donald!” and “Amen!” greeted Trump’s best punch lines, although the crowd freely applauded several other candidates as long as they were directing insults at Obama, Clinton or Clinton’s chief Democratic rival, U.S. Senator Bernie Sanders of Vermont. “He did very well, he came across as very strong,” Georgia Hasan, a Pentacostal minister from Des Moines, said of Trump. “He is saying the things that need to be said and some people are afraid to say.” Several attendees said they regularly came to debate watch parties at Jethro’s, where the waitresses wore red shirts urging patrons to “Vote Jethro.” Pat and Mariann Duff drove for more than 30 minutes from Indianola, Iowa, to join their fellow Trump supporters. “I admire his honesty. He says the same sort of things I say,” said Mariann Duff, who first became a Trump fan from watching his reality TV show “The Apprentice.” A few of Trump’s rivals did not fare so well. “Drop Out, John!” shouted one patron when Ohio Governor John Kasich was introduced. When the broadcast lost sound at one point, a man calmed the crowd by shouting “(Jeb) Bush is on, it doesn’t matter.” Trump narrowly trails U.S. Senator Ted Cruz of Texas in recent opinion polls in Iowa. The crowd grew quiet and listened closely when the two clashed over Cruz’s Canadian birth and what Cruz called Trump’s “New York” values. Eric Durbin, a software developer in Stuart, Iowa, said he would probably back Trump because he thought he had the best chance of stopping Cruz. “I really don’t like Ted Cruz,” Durbin said, citing the candidate’s work for George W. Bush and Cruz’s wife’s work for investment bank Goldman Sachs & Co. “He’s part of the cartel. I don’t trust him.” Lonnie Creveling, a housecleaner from Des Moines, said Trump would stand up for her conservative social values - and she liked his pugnacious style. “I like his toughness,” she said. “You can tell people won’t be able to push him around.”",1,0
"Are you sitting down? The phony baloney Climate Change Summit put on by our Dictator In Chief costs the American taxpayers close to $2 MILLION DOLLARS. Someone needs to shut this grifter down!Car service, hotels, and accommodations for the president and other administration officials to attend climate change talks in Paris are costing taxpayers nearly $2 million, according to government contracts.The COP21 meeting of global leaders, which President Obama said is a  powerful rebuke  to terrorists, began on Monday. Representatives from 195 countries traveled to Paris, burning 300,000 tons of carbon dioxide for the United Nations conference that is seeking to reduce global emissions.The tab for Obama s motorcade alone totals $784,825. The State Department issued a $407,868 contract to Biribin Limousines, an international chauffeur service, for vehicles for the president s security detail. No Sustainability Included,  the document states under a section for contract clauses.Numerous other contracts for passenger vehicle rentals, including $9,042 for accompanying press, totaled $376,957.Taxpayers were also billed $100,216 to book hotel accommodations for the president s stay. Hotel rooms and cell phones for the U.S. Secret Service traveling with the president cost $16,642 and $4,034, respectively.A number of cabinet secretaries are also in Paris for the United Nations conference, including IRS Commissioner John Koskinen, whose car service tab is $5,400.Secretary of State John Kerry s car service totaled $76,435, with three separate contracts worth $38,684, $15,789, and $21,962.Car service for Energy Secretary Ernest Moniz is costing $19,080, and two contracts worth $10,153 and $10,737 were issued for Agriculture Secretary Tom Vilsack s chauffeur service.Interior Secretary Sally Jewell is also attending the conference, with hotel accommodations at the Tuileries Finances in Paris costing $36,091, and her car service totaling $13,903.In all, costs associated with the climate change summit totaled $1,805,282.Read more: WFB",0,1
"January 2017 can t come fast enough for America, and for the rest of the world who is 100% FED UP with this freeloading, fascist loving family .For two days President Barack Obama has defied calls from Republicans to cancel his trip to South America and return home in the wake of the terror attacks in Brussels.And now it seems even his guests are sick of having him after dozens of human rights protesters took to the streets of Buenos Aires to demand he leave Argentina.But instead of departing Obama chose to carry on regardless this evening as he attended a glitzy banquet alongside wife Michelle, Argentine President Mauricio Macri and first lady Juliana Awada.The foursome were pictured arriving at the Centro Cultural Kirchner, named after Argentina s former Prime Minister and Marci s predecessor, in the country s capital this evening.The group paused for a photo opportunity on a red carpet with Obama and Marci dressed in suits and Michelle and Awada in glamorous evening dresses.From there they made their way into a leafy candlelit courtyard for champagne, where Obama was pictured clinking glasses with Marci. Meanwhile a few streets away human rights protesters were busy burning American flags and demanding Obama leave the country. The protesters accuse America of backing dictatorial regimes during the Cold War in South America, including in Argentina, and hold the U.S. responsible for the thousands who died or were disappeared under their rule.Today marks the 40th anniversary of the military coup in Argentina that ushered in one of the most oppressive dictatorships in Latin American history, which demonstrators argue makes Obama s visit particularly offensive.Earlier in the day, Obama sought to deflect criticism of his foreign travel in the wake of Belgium s terror attacks, saying the U.S. must show ISIS that it does not have power over its citizens.  We are strong, our values are right. You offer nothing, except death,  Obama said of ISIS.Gesturing in the direction of Argentinian President Mauricio Macri, who was standing to his left at a joint news conference this afternoon in Buenos Aires, Obama said,  It is important for the United States president and the United States government to be able to work with people who are building and who are creating things. We have to make sure that we lift up and stay focused, as well, on the things that are most important to us,  he said.  Because we re on the right side of history.  Via: Daily MailYeah right Barry.",0,1
"It s almost like a flip has switched. Political pundits, news sources and even businesses are starting to see that Trump is a force to be reckoned with and he very likely could be America s next President Donald Trump may not be the President yet, but his constant criticism of Ford outsourcing jobs to Mexico has caused the auto tycoon to change course and bring the $2,000,000,000 plant back to the United States.Ford is moving its facility, originally slated for Mexico, back to the United States, where it will employ 1,000 factory workers in struggling Youngstown, Ohio.Republican presidential candidate Donald Trump recently said that if he s elected he would take steps to make it more expensive for manufacturers to shift work to Mexico and then export the items back to the United States. How does that help us?  Trump said about the Ford investment in Mexico while campaigning in Michigan this week.  Mexico is becoming the new China. Ford has declined to comment, but many see this as a good sign, a welcome change after decades of outsourcing manufacturing plant overseas.",0,1
"Obama released a statement on his position regarding the Islamist government  of Turkey   is anyone surprised that he chose the government over the moderates attempting the coup: The President and Secretary agreed that all parties in Turkey should support the democratically-elected Government of Turkey, show restraint, and avoid any violence or bloodshed. The Secretary underscored that the State Department will continue to focus on the safety and security of U.S. citizens in Turkey,  the statement form the White House said. MILITARY COUP IN TURKEY:",0,1
"It s time for Sweden to take off the blindfolds and stop pretending their progressive policies are somehow benefiting their citizens. How does a country lose 14,000 foreign invaders anyway? And where did those 14,000 refugees go?As part of the just concluded  cash for refugees  deal between the EU Turkey, the FT adds that not only will migrants whose asylum applications are rejected be sent back to Turkey but that this  crackdown on irregular migration would be complemented by a parallel programme offering a legal route to Europe, resettling up to 500,000 Syrian refugees directly from Turkey, Lebanon or Jordan. The FT adds that, as expected,  if such an EU-wide scheme were made mandatory it would be flatly opposed by many eastern European countries. To avoid the proposals being blocked, Brussels and Berlin are exploring a  voluntary  scheme with 10 countries willing to take refugees. It is unclear whether other Schengen members would be asked to contribute to the costs of resettlement. But before crossing that particular bridge, which will sow even further anger, mistrust and antagonism spread among the member countries of the European  Union , a bigger question is just how will Europe track down and sequester those refugees that pose the biggest threat in the eyes of authorities, those who are already slated for deportation.As the following case study from Sweden proves, having once entered Europe, Europe may have problems trying to track down the hundreds of thousands of refugees having already found their way to the continent.As Sweden s Afton Bladet reports, over half of all the illegal migrants slated for deportation in Sweden have mysteriously disappeared.The National Border Police Section reports that of the 21,748 individuals due to be sent home after their asylum applications were turned down, a whopping 14,140 have simply vanished off the police radar. Around a third, or the remaining 7,608, still live and are accounted for in the Swedish Migration Board s premises or have indicated an address for their own homes. It is not clear if anyone has actually tried following up on said home address to see how many have simply made one up.Based on a translation of the Swedish report by Breitbart, some are expected to have left the country secretly,  but the majority are thought to still be in Sweden, having fallen through the cracks of the comprehensive welfare state. The local cops is brutally honest:  We simply do not know where they are , said Patrik Engstrom, a spokesman for the local police.This is not the first time refugees have vanished from official supervision: one month ago we reported that roughly 4,000 asylum-seekers who had initially been accomodated by the German state of Lower Saxony had  mysteriously disappeared.  To our knowledge they have still not been found. Via: Zero Hedge",0,1
"The DHS has announced that they ll be raiding places that house illegals and deporting them. This could get ugly and it will only garner sympathy for the illegal aliens who ve broken federal law by crossing our border. Over 10,000 illegal minors came across our border in Sept/Oct which is a record for this time of year. The big question in all of this would have to be why Jeh Johnson s rules for deportation have been so lenient. Because of his leniency, word has gotten back to Central America that you can just surrender to border patrol and you re in. Now we have millions and millions of illegals who re roaming around America and we have no clue who they are. The Sanctuary Movement is taking it upon themselves to bring in and protect illegals while putting Americans in danger. Thousands of criminal illegal aliens were simply released last year. Yes, Obama let them go All Americans are in danger from this open border policy and those in the church community should go to jail for aiding this invasion of our southern border. Leaders of the church-based Sanctuary Movement vowed on Friday to offer their places of worship as refuge for immigrants facing deportation under an Obama administration crackdown on Central American families who entered the United States illegally.The statement came two days after The Washington Post first reported the U.S. government was planning a series of raids to remove hundreds of undocumented families as early as January in the first such large-scale effort targeting the recent flood of border crossers.The Department of Homeland Security preparations to intensify deportations of Central American migrants, confirmed by U.S. government sources, drew immediate fire from Democratic presidential candidates and human rights groups.Leaders of the multi-denominational Sanctuary Movement, which has sheltered at least 10 immigrants from deportation over the past 18 months, joined in the criticism on Friday, alluding to the biblical Nativity story of Mary and Joseph seeking refuge before the birth of Jesus. As pastors we know that each and every family is a holy family,  said the Rev. Alison Harrington, pastor of Southside Presbyterian Church in Tucson, Arizona.  We open our doors to today s Josephs and Marys.   The gift we have to offer on Christmas Day is the gift of sanctuary. The Sanctuary Movement, which Harrington said encompasses about 50 congregations in a dozen U.S. cities, made headlines in January by providing refuge in Philadelphia to a Honduran woman whose two children were born in the United States. She ultimately won a two-year reprieve from deportation.The Rev. Noel Anderson, a coordinator for the affiliated Church World Service, put the overall number of congregations supporting the sanctuary network at about 300 in more than 20 states nationwide.Immigrants from El Salvador, Guatemala and Nicaragua have been streaming into the United States from Mexico by the thousands since early 2014   many of them unaccompanied minors and families   fleeing extreme poverty, gangs and drug violence in their home countries.Most were detained after turning themselves in at the border seeking asylum, but were released to surrounding communities after initial screening to await further proceedings.A 2008 U.S. anti-human tracking law bars undocumented Central American children from being summarily sent back, as they could be if they were from Mexico or Canada.Government sources, speaking on condition of anonymity, have said the new campaign by the U.S. Immigration and Customs Enforcement (ICE) agency marks an expansion from mostly targeting individuals to pursuing families with undocumented members who have already been ordered to leave.Asked why the agency was singling out families, a spokesperson said the crackdown focused on individuals who pose a threat to national security, public safety and border security,  whether alone or with family members. Support for the move came from U.S. Senate Homeland Security Committee Chairman Ron Johnson, a Wisconsin Republican, who said it would help  eliminate the incentive that results from allowing 95.6 percent of these illegal immigrants to stay. Harrington said she feared the crackdown will ensnare many who lacked sufficient time or legal representation to prepare asylum claims and  were too quickly put through the system.",0,1
"Pop star Demi Lovato is jazzed about Democratic frontrunner Hillary Clinton. Comic Sarah Silverman’s enthusiasm for Bernie Sanders is no joke. Meanwhile, 1980s sitcom star Scott Baio wants Republican businessman Donald Trump to be in charge.  With Tuesday’s New York primary approaching and California’s contest scheduled for June, celebrities are getting increasingly vocal about their presidential picks. The trend is prompting newfound alliances and rifts among Hollywood’s elite, many of whom have donated to candidates vying for the office and actively campaigned for them.  Celebrities are hardly shy about voicing their political preferences, but their opinions could carry more weight this year. The primaries in New York and California, where many of them live, actually matter for a change. Usually, both parties’ nominees for president are effectively determined earlier in the process. Prominent female comedians are split on whom they support in the Nov. 8 election. While Silverman is backing Sanders, two actresses who have played Clinton in satirical sketches on the show “Saturday Night Live” say they are fans of the former secretary of state. Amy Poehler appeared in a Clinton campaign video while Kate McKinnon said on an episode of “Close/Up with The Hollywood Reporter” last year that she is rooting for her. And cast members from the 1980s sitcom “Cheers” are not toasting the same candidate. George Wendt is listed on Sanders’ website as a supporter while Ted Danson recently campaigned for Clinton in New Hampshire.  Meanwhile, Kirstie Alley voiced enthusiastic support for Trump last week, sparking a Twitter storm.  “HELLO BOYS! This is my formal endorsement of @realDonaldTrump & I’m a woman! (last I checked),” Alley tweeted.   As primary results roll in, like-minded luminaries among the politically active rich and famous are linking up with each other on social media to show their support in numbers. Last week, Jamie Lee Curtis tweeted a photo of herself with  “Scandal” star Kerry Washington. Both women squeezed into a shirt together that said “Yaaas, Hillary!”  Love for a fellow supporter can come in the form of a tweet. After singer Barbra Streisand questioned the criticism over the former first lady’s paid speeches in a tweet in late March, “Girls” star Lena Dunham, who has campaigned for Clinton, declared on Twitter that she was inclined to marry the ten-time Grammy Award winner. Others are engaging in political spats as raucous as the bickering on a Bravo reality show. Actresses Debra Messing and Susan Sarandon traded barbs last month on Twitter over their support for Clinton and Sanders, respectively. Sarandon suggested that “principled people” might have difficulty voting for Clinton due to her environmental record.     “Did you see how @SusanSarandon just called us unprincipled?” Messing tweeted to fellow actress and Clinton supporter Kathy Najimy.     “Alright @DebraMessing report me to the homeroom teacher and let’s STOP,” Sarandon replied.      On the Republican side, celebrity Trump supporters are defending themselves on social media. Singer Aaron Carter’s Twitter endorsement of Trump in February prompted a barrage of snarky comments. He later wrote, “NO! you guys aren’t going to bully me into my beliefs.” While many celebrities are staunch in their views on the next president, some are trying to be more open-minded. Caitlyn Jenner, who famously revealed her identity as a transgender woman last year, said in an interview on the “Today Show” in March that she was a Republican. But her daughter Kendall and stepdaughter Kim Kardashian, as well as fellow costars on Jenner’s reality show “I Am Cait,” are Clinton fans. A month ago, Jenner posted a photo on Instagram with Clinton with the hashtags #learningfrommygirls and #willingtolisten.  Still, Clinton fans would be wise not to count her as a supporter just yet. On a March episode of her show, Jenner said she would “never ever ever vote for Hillary.”",1,0
